Herbarium,LabelQty,Phylum,Class,Genus,Qualifier,Species,Country,ProvinceState,Location,Latitude,Longitude,Habitat,Depth,Reproductive Status,Date Collected,Main Collector,Other collectors,Collectornum,Determiners,DeterminationDate,Notes,Coralline
UBC,1,Rhodophyta,Florideophyceae,Corallina,"",arbuscula,Canada,British Columbia," Hakai , West Beach Boulders",51.64089,-128.15659,Low intertidal,,,12 June 2018,Patrick T. Martone,,PTM1725,Patrick T. Martone,,"Low Q17, very fine branches with gaps between intergenicula",Yes
